discount_rate,quantity_change,issue_type,issue_code,price,invoice_code,product_code,discount,quantity,unit,pkg_quantity
"[15, 0, 0]",0,1,Bán,63000,HD.251660.2403.0001,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,39000,HD.251660.2403.0001,RTTT1101,"[58890, 78000, 78000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,74500,HD.251660.2403.0001,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.251660.2403.0001,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,38000,HD.251660.2403.0001,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,15000,HD.251660.2403.0001,SV221303,"[192525, 255000, 255000]",17,Bánh,0.7083333333333334
"[24.5, 0, 0]",0,1,Bán,32500,HD.256096.2403.0002,ICK021602,"[98150, 130000, 130000]",4,Tuýp,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,173000,HD.256096.2403.0002,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,74500,HD.256096.2403.0002,N0402B,"[168742.5, 223500, 223500]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,30000,HD.256096.2403.0002,0515B,"[45300, 60000, 60000]",2,Túi,0.1111111111111111
"[24.5, 0, 0]",0,1,Bán,91000,HD.256096.2403.0002,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,194000,HD.257780.2403.0002,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.257780.2403.0002,N0402B,"[224990, 298000, 298000]",4,Túi,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.261390.2403.0002,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.261390.2403.0002,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,30000,HD.261390.2403.0002,0515B,"[407700, 540000, 540000]",18,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.261740.2403.0002,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,38000,HD.261740.2403.0002,0512B,"[114760, 152000, 152000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.261740.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,74500,HD.261740.2403.0002,N0402B,"[224990, 298000, 298000]",4,Túi,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.261740.2403.0002,DAUAN1012,"[321300, 378000, 378000]",6,Chai,0.4
"[15, 0, 0]",0,1,Bán,19500,HD.261740.2403.0002,KHANKR2,"[16575, 19500, 19500]",1,Gói,0.02
"[24.5, 0, 0]",0,1,Bán,39000,HD.261740.2403.0002,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[20, 0, 0]",0,1,Bán,16200,HD.261740.2403.0002,BOTCANH03,"[38880, 48600, 48600]",3,Gói,0.3
"[24.5, 0, 0]",0,1,Bán,34000,HD.261740.2403.0002,N0404B,"[25670, 34000, 34000]",1,Túi,0.05
"[24.5, 0, 0]",0,1,Bán,42000,HD.262920.2403.0001,LX220106,"[126840, 168000, 168000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,173000,HD.262920.2403.0001,VL110302,"[261230, 346000, 346000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,145000,HD.262920.2403.0001,NGCM036002,"[109475, 145000, 145000]",1,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.262920.2403.0001,BTCBNG0318,"[240090, 318000, 318000]",2,Combo,0.5
"[24.5, 0, 0]",0,1,Bán,34000,HD.262920.2403.0001,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,30000,HD.262920.2403.0001,0515B,"[135900, 180000, 180000]",6,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.262920.2403.0001,0512B,"[172140, 228000, 228000]",6,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,34000,HD.271820.2403.0008,N0404B,"[102680, 136000, 136000]",4,Túi,0.2
"[24.5, 0, 0]",0,1,Bán,30000,HD.271820.2403.0009,0515B,"[113250, 150000, 150000]",5,Túi,0.2777777777777778
"[24.5, 0, 0]",0,1,Bán,34000,HD.272280.2403.0004,LX220711,"[308040, 408000, 408000]",12,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,34000,HD.272280.2403.0004,N0404B,"[513400, 680000, 680000]",20,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,74500,HD.273800.2403.0008,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,42000,HD.273800.2403.0008,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,10500,HD.273800.2403.0008,0311B,"[7927.5, 10500, 10500]",1,Túi,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.273800.2403.0008,0512B,"[114760, 152000, 152000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.273800.2403.0008,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,38000,HD.274600.2403.0044,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.274600.2403.0045,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.275020.2403.0031,SV221303,"[22650, 30000, 30000]",2,Bánh,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.276700.2403.0032,SV221303,"[11325, 15000, 15000]",1,Bánh,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,95000,HD.277800.2403.0035,CST020401,"[71725, 95000, 95000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.275020.2403.0032,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[18, 0, 0]",0,1,Bán,147619,HD.281190.2403.0012,BTGA9R0001,"[242095.16, 295238, 295238]",2,Túi,0.5
"[18, 0, 0]",0,1,Bán,147619,HD.281190.2403.0013,BTGA9R0001,"[242095.16, 295238, 295238]",2,Túi,0.5
"[24.5, 0, 0]",0,1,Bán,38000,HD.281190.2403.0014,0512B,"[344280, 456000, 456000]",12,Chai,1.0
"[15, 0, 0]",0,1,Bán,63000,HD.281190.2403.0014,DAUAN1012,"[803250, 945000, 945000]",15,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.281190.2403.0015,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.281190.2403.0016,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[15, 0, 0]",0,1,Bán,315000,HD.281190.2403.0017,DAUAN1015,"[267750, 315000, 315000]",1,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,149000,HD.294900.2403.0013,BTBGIZ3902,"[112495, 149000, 149000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.294940.2403.0001,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[20, 0, 0]",0,1,Bán,16200,HD.297000.2403.0001,BOTCANH03,"[25920, 32400, 32400]",2,Gói,0.2
"[20, 0, 0]",0,1,Bán,3450,HD.297000.2403.0001,BOTCANH02,"[27600, 34500, 34500]",10,Gói,0.2
"[20, 0, 0]",0,1,Bán,9900,HD.297000.2403.0001,MBC030501,"[31680, 39600, 39600]",4,Gói,0.08
"[24.5, 0, 0]",0,1,Bán,74500,HD.297000.2403.0001,N0402B,"[224990, 298000, 298000]",4,Túi,0.5
"[15, 0, 0]",0,1,Bán,52000,HD.297000.2403.0001,GIAY1002,"[88400, 104000, 104000]",2,Túi,0.1666666666666666
"[15, 0, 0]",0,1,Bán,12800,HD.297000.2403.0001,KHANKR1,"[21760, 25600, 25600]",2,Gói,0.05
"[15, 0, 0]",0,1,Bán,113400,HD.297000.2403.0001,DAUAN1014,"[481950, 567000, 567000]",5,Chai,0.8333333333333334
"[20, 0, 0]",0,1,Bán,61400,HD.297000.2403.0001,HV221906,"[49120, 61400, 61400]",1,Chai,0.1666666666666666
"[20, 0, 0]",0,1,Bán,31500,HD.297000.2403.0001,HV221904,"[25200, 31500, 31500]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.297000.2403.0001,0516B,"[502075, 665000, 665000]",5,Can,1.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.297000.2403.0001,LX220106,"[95130, 126000, 126000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.297000.2403.0001,0512B,"[258210, 342000, 342000]",9,Chai,0.75
"[15, 0, 0]",0,1,Bán,63000,HD.297000.2403.0001,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[25, 0, 0]",0,1,Bán,28500,HD.298270.2403.0002,HNDS015001,"[256500, 342000, 342000]",12,Gói,1.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.298270.2403.0002,BTCBNG0318,"[360135, 477000, 477000]",3,Combo,0.75
"[24.5, 0, 0]",0,1,Bán,74500,HD.298270.2403.0002,N0402B,"[393732.5, 521500, 521500]",7,Túi,0.875
"[24.5, 0, 0]",0,1,Bán,30000,HD.298270.2403.0002,0515B,"[407700, 540000, 540000]",18,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,38000,HD.298270.2403.0002,0512B,"[114760, 152000, 152000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.298270.2403.0002,SV221303,"[169875, 225000, 225000]",15,Bánh,0.625
"[24.5, 0, 0]",0,1,Bán,15000,HD.301140.2403.0024,SV221303,"[56625, 75000, 75000]",5,Bánh,0.2083333333333333
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0009,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0010,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0011,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0012,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0013,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0014,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0015,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0016,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.304020.2403.0001,0318B,"[360135, 477000, 477000]",3,Can,0.75
"[15, 0, 0]",0,1,Bán,19500,HD.304020.2403.0001,KHANKR2,"[16575, 19500, 19500]",1,Gói,0.02
"[24.5, 0, 0]",0,1,Bán,133000,HD.304020.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[15, 0, 0]",0,1,Bán,63000,HD.301580.2403.0002,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[24.5, 0, 0]",0,1,Bán,173000,HD.301580.2403.0002,BTCBNG0302,"[261230, 346000, 346000]",2,Combo,0.5
"[24.5, 0, 0]",0,1,Bán,42000,HD.301580.2403.0002,LX220106,"[126840, 168000, 168000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.301580.2403.0002,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,38000,HD.301580.2403.0002,0512B,"[114760, 152000, 152000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,95000,HD.301580.2403.0002,CST020401,"[71725, 95000, 95000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,15000,HD.301580.2403.0002,SV221303,"[90600, 120000, 120000]",8,Bánh,0.3333333333333333
"[20, 0, 0]",0,1,Bán,3450,HD.301580.2403.0002,BOTCANH02,"[262200, 327750, 327750]",95,Gói,1.9
"[20, 0, 0]",0,1,Bán,3450,HD.301600.2403.0001,BOTCANH02,"[63480, 79350, 79350]",23,Gói,0.46
"[24.5, 0, 0]",0,1,Bán,39000,HD.301600.2403.0001,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.301600.2403.0001,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,109000,HD.301600.2403.0001,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,60000,HD.301600.2403.0001,0707B,"[90600, 120000, 120000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,91000,HD.301600.2403.0001,0209B,"[137410, 182000, 182000]",2,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,90000,HD.301600.2403.0001,DGCL020001,"[67950, 90000, 90000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,32500,HD.301600.2403.0001,ICK021602,"[24537.5, 32500, 32500]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.301600.2403.0001,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.301600.2403.0001,SV221303,"[45300, 60000, 60000]",4,Bánh,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,12000,HD.301600.2403.0001,XPIZ008001,"[9060, 12000, 12000]",1,Bánh,0.0208333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.301600.2403.0001,KDR10156,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0017,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[20, 0, 0]",0,1,Bán,3450,HD.302150.2403.0018,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[24.5, 0, 0]",0,1,Bán,133000,HD.304390.2403.0005,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[15, 0, 0]",0,1,Bán,113400,HD.304390.2403.0005,DAUAN1014,"[96390, 113400, 113400]",1,Chai,0.1666666666666666
"[20, 0, 0]",0,1,Bán,16200,HD.304390.2403.0005,BOTCANH03,"[12960, 16200, 16200]",1,Gói,0.1
"[24.5, 0, 0]",0,1,Bán,159000,HD.304390.2403.0005,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,133000,HD.315010.2403.0003,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,109000,HD.315080.2403.0002,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[15, 0, 0]",0,1,Bán,63000,HD.322040.2403.0003,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[20, 0, 0]",0,1,Bán,16500,HD.322040.2403.0003,BTNMTD2501,"[52800, 66000, 66000]",4,Chai,0.2666666666666666
"[24.5, 0, 0]",0,1,Bán,34000,HD.322300.2403.0002,N0404B,"[25670, 34000, 34000]",1,Túi,0.05
"[24.5, 0, 0]",0,1,Bán,74500,HD.322300.2403.0002,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,38000,HD.322300.2403.0002,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.322800.2403.0006,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.322800.2403.0007,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,194000,HD.322800.2403.0008,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,34000,HD.322800.2403.0009,N0404B,"[128350, 170000, 170000]",5,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,36000,HD.322800.2403.0010,LX220107,"[27180, 36000, 36000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,34000,HD.322800.2403.0011,LX220713,"[25670, 34000, 34000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,91000,HD.322800.2403.0012,IRC010101,"[68705, 91000, 91000]",1,Can,0.25
"[15, 0, 0]",0,1,Bán,315000,HD.323070.2403.0020,DAUAN1015,"[267750, 315000, 315000]",1,Chai,0.25
"[20, 0, 0]",0,1,Bán,3450,HD.323070.2403.0021,BOTCANH02,"[165600, 207000, 207000]",60,Gói,1.2
"[20, 0, 0]",0,1,Bán,25700,HD.323070.2403.0022,MALAY030101,"[41120, 51400, 51400]",2,Lon,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,109000,HD.324490.2403.0002,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.324490.2403.0002,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[20, 0, 0]",0,1,Bán,29500,HD.324490.2403.0002,BTNMTD2201,"[47200, 59000, 59000]",2,Chai,0.1111111111111111
"[15, 0, 0]",0,1,Bán,315000,HD.324490.2403.0002,DAUAN1015,"[535500, 630000, 630000]",2,Chai,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.324490.2403.0002,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[24.5, 0, 0]",0,1,Bán,173000,HD.324490.2403.0002,VL110302,"[261230, 346000, 346000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,74500,HD.324490.2403.0002,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.324490.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,38000,HD.324490.2403.0002,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,24000,HD.324490.2403.0002,LX220110,"[181200, 240000, 240000]",10,Chai,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,35000,HD.324490.2403.0002,KDR10309,"[105700, 140000, 140000]",4,Tuýp,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,159000,HD.324490.2403.0002,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.326601.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,34000,HD.322040.2403.0004,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,30000,HD.322710.2403.0003,0515B,"[90600, 120000, 120000]",4,Túi,0.2222222222222222
"[24.5, 0, 0]",0,1,Bán,74500,HD.322710.2403.0003,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,34000,HD.322710.2403.0003,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,109000,HD.322710.2403.0003,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,24000,HD.322710.2403.0003,LX220110,"[18120, 24000, 24000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,89000,HD.322710.2403.0003,IXV010301,"[67195, 89000, 89000]",1,Can,0.1666666666666666
"[15, 0, 0]",0,1,Bán,63000,HD.322710.2403.0003,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.322710.2403.0003,BOTCANH02,"[46920, 58650, 58650]",17,Gói,0.34
"[24.5, 0, 0]",0,1,Bán,38000,HD.322710.2403.0003,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.322710.2403.0003,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[15, 0, 0]",0,1,Bán,19500,HD.324150.2403.0002,KHANKR2,"[33150, 39000, 39000]",2,Gói,0.04
"[24.5, 0, 0]",0,1,Bán,15000,HD.324150.2403.0002,SV221303,"[22650, 30000, 30000]",2,Bánh,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.324150.2403.0002,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,74500,HD.324150.2403.0002,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[20, 0, 0]",0,1,Bán,3450,HD.326250.2403.0002,BOTCANH02,"[2760, 3450, 3450]",1,Gói,0.02
"[24.5, 0, 0]",0,1,Bán,15000,HD.326250.2403.0002,SV221303,"[56625, 75000, 75000]",5,Bánh,0.2083333333333333
"[24.5, 0, 0]",0,1,Bán,149000,HD.326250.2403.0002,BTBGIZ3902,"[112495, 149000, 149000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.326250.2403.0002,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,194000,HD.326250.2403.0002,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.331220.2403.0001,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,173000,HD.331901.2403.0001,VL110302,"[653075, 865000, 865000]",5,Can,1.25
"[24.5, 0, 0]",0,1,Bán,24000,HD.331901.2403.0001,LX220110,"[36240, 48000, 48000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.331901.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,109000,HD.331901.2403.0001,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,30000,HD.331901.2403.0001,0515B,"[45300, 60000, 60000]",2,Túi,0.1111111111111111
"[24.5, 0, 0]",0,1,Bán,10500,HD.331901.2403.0001,0311B,"[7927.5, 10500, 10500]",1,Túi,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.331901.2403.0001,SV221303,"[45300, 60000, 60000]",4,Bánh,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,91000,HD.334150.2403.0002,0209B,"[137410, 182000, 182000]",2,Túi,0.3333333333333333
"[20, 0, 0]",0,1,Bán,3450,HD.334150.2403.0002,BOTCANH02,"[5520, 6900, 6900]",2,Gói,0.04
"[24.5, 0, 0]",0,1,Bán,17700,HD.334150.2403.0002,KB221501,"[13363.5, 17700, 17700]",1,Cái,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,59000,HD.334150.2403.0002,LX220712,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,133000,HD.334150.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.351700.2403.0025,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[20, 0, 0]",0,1,Bán,36000,HD.354800.2403.0015,TKU020701,"[86400, 108000, 108000]",3,Gói,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.354800.2403.0015,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,30000,HD.354800.2403.0015,0515B,"[67950, 90000, 90000]",3,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,60000,HD.354800.2403.0015,0707B,"[135900, 180000, 180000]",3,Túi,0.375
"[15, 0, 0]",0,1,Bán,63000,HD.364725.2403.0001,DAUAN1012,"[4498200, 5292000, 5292000]",84,Chai,5.6
"[24.5, 0, 0]",0,1,Bán,91000,HD.366130.2403.0002,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.366130.2403.0002,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,39000,HD.381271.2403.0035,LX220111,"[58890, 78000, 78000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.381271.2403.0036,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,159000,HD.403490.2403.0011,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.403490.2403.0012,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,74500,HD.403490.2403.0013,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,35000,HD.403490.2403.0014,KDR10156,"[132125, 175000, 175000]",5,Tuýp,0.2083333333333333
"[15, 0, 0]",0,1,Bán,19500,HD.412116.2403.0001,KHANKR2,"[16575, 19500, 19500]",1,Gói,0.02
"[24.5, 0, 0]",0,1,Bán,90000,HD.412116.2403.0001,BTNGCM3301,"[67950, 90000, 90000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,91000,HD.412116.2403.0001,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[15, 0, 0]",0,1,Bán,63000,HD.412300.2403.0002,DAUAN1012,"[1178100, 1386000, 1386000]",22,Chai,1.4666666666666666
"[15, 0, 0]",0,1,Bán,113400,HD.412300.2403.0002,DAUAN1014,"[674730, 793800, 793800]",7,Chai,1.1666666666666667
"[24.5, 0, 0]",0,1,Bán,38000,HD.413650.2403.0002,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,109000,HD.413650.2403.0002,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.415908.2403.0002,LX220106,"[126840, 168000, 168000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,109000,HD.415908.2403.0002,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,34000,HD.415908.2403.0002,N0404B,"[102680, 136000, 136000]",4,Túi,0.2
"[24.5, 0, 0]",0,1,Bán,133000,HD.415908.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,194000,HD.415908.2403.0002,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.415908.2403.0002,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,24000,HD.415908.2403.0002,LX220110,"[54360, 72000, 72000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.415908.2403.0002,0515B,"[113250, 150000, 150000]",5,Túi,0.2777777777777778
