MA_KHO,ID_KHO_V1,ID_KHO_V2,TEN_KHO,LOAI_HINH_KHO,LEVEL,MA_KHO_CHA,GPS,DIEN_THOAI,DIA_CHI,MA_KHU_VUC,GHI_CHU,MA_TRANG_THAI
00623005,13111,,Huỳnh Thị Hồng Vân (HTBH A),,3,006230,,,,GEO0004,,WS0001
00623006,13112,,Huỳnh Thị Bích Loan (HTBH A),,3,006230,,,,GEO0004,,WS0002
00623007,11245,,Đặng Thị Ngọc Thủy (HTBH A),,3,006230,,,,GEO0004,,WS0001
00623008,11246,,Nguyễn Anh Tân (HTBH A),,3,006230,,,,GEO0004,,WS0002
00623009,6136,,Chăm Thị Toàn (HTBH A),,3,006230,,,,GEO0004,,WS0002
00623010,6595,,Đào Thị Thu Hồng (HTBH A),,3,006230,,,,GEO0004,,WS0002
006232.VPH,15228,,006232.VPH,,3,006232,,,,GEO0004,,WS0002
00623201,13117,,Ngô Thị Mộng Thu (HTBH A),,3,006232,,,,GEO0004,,WS0001
00623202,11248,,Lê Thị Trà Mi (HTBH A),,3,006232,,,,GEO0004,,WS0001
00623203,9567,,Nguyễn Thị Bích Trâm (HTBH A),,3,006232,,,,GEO0004,,WS0001
00623204,6138,,Mai Thị Thanh Thủy (HTBH A),,3,006232,,,,GEO0004,,WS0002
006234.VPH,15229,,006234.VPH,,3,006234,,,,GEO0004,,WS0001
00623401,6139,,Đặng Hồng Quân (HTBH A),,3,006234,,,,GEO0004,,WS0001
00623402,6140,,Hồ Hồng Việt (HTBH A),,3,006234,,,,GEO0004,,WS0001
00623403,13118,,Phùng Thị Hoài Nga (HTBH A),,3,006234,,,,GEO0004,,WS0001
00623404,10045,,Đào Thị Nhị (HTBH A),,3,006234,,,,GEO0004,,WS0002
00623405,13119,,Nguyễn Minh Đức Chính (HTBH A),,3,006234,,,,GEO0004,,WS0001
00623406,13120,,Nguyễn Thị Sương (HTBH A),,3,006234,,,,GEO0004,,WS0001
00623407,13121,,Trần Thị Kim Thúy (HTBH A),,3,006234,,,,GEO0004,,WS0001
00623408,20594,,Cao Thị Ngân,,3,006234,,,,GEO0004,,WS0002
00623409,20595,,Đặng Thị Doan,,3,006234,,,,GEO0004,,WS0002
006300.VPH,19911,,006300.VPH,,3,006300,,,,GEO0004,,WS0001
00630001,6144,,Hồ Cao Trí,,3,006300,,,,GEO0004,,WS0002
006301.VPH,19910,,006301.VPH,,3,006301,,,,GEO0004,,WS0002
006307.VPH,13458,,006307.VPH,,3,006307,,,,GEO0004,,WS0002
006327.VPH,15368,,006327.VPH,,3,006327,,,,GEO0004,,WS0002
006334.VPH,16522,,006334.VPH,,3,006334,,,,GEO0004,,WS0002
00633401,20586,,Ngô Thị Bích Thủy,,3,006334,,,,GEO0004,,WS0002
006339.VPH,16523,,006339.VPH,,3,006339,,,,GEO0004,,WS0002
00633901,7487,,Trần Thị Huyền (HTBH A),,3,006339,,,,GEO0004,,WS0001
00633902,20529,,Triệu Văn Hương,,3,006339,,,,GEO0004,,WS0002
00633903,20530,,Trần Thị Thu Hoài,,3,006339,,,,GEO0004,,WS0002
00633904,20531,,Lê Quang Thịnh,,3,006339,,,,GEO0004,,WS0002
006343.VPH,10501,,006343.VPH,,3,006343,,,,GEO0004,,WS0002
00634301,9573,,Đặng Thị Hường (HTBH A),,3,006343,,,,GEO0004,,WS0002
006347.VPH,16524,,006347.VPH,,3,006347,,,,GEO0004,,WS0002
006348.VPH,15370,,006348.VPH,,3,006348,,,,GEO0004,,WS0002
00634801,13128,,Trần Thị Hoài Thu (HTBH A),,3,006348,,,,GEO0004,,WS0001
006352.VPH,19912,,006352.VPH,,3,006352,,,,GEO0004,,WS0002
006356.VPH,10502,,006356.VPH,,3,006356,,,,GEO0004,,WS0002
006360.VPH,10124,,006360.VPH,,3,006360,,,,GEO0004,,WS0002
006363.VPH,19913,,006363.VPH,,3,006363,,,,GEO0004,,WS0002
006366.VPH,15369,,006366.VPH,,3,006366,,,,GEO0004,,WS0002
00636601,7492,,Hoàng Xuân Dũng (HTBH A),,3,006366,,,,GEO0004,,WS0002
006370.VPH,10123,,006370.VPH,,3,006370,,,,GEO0004,,WS0002
006374.VPH,11520,,006374.VPH,,3,006374,,,,GEO0004,,WS0002
006381.VPH,11521,,006381.VPH,,3,006381,,,,GEO0004,,WS0001
006400.VPH,17122,,006400.VPH,,3,006400,,,,GEO0004,,WS0002
006409.VPH,11969,,006409.VPH,,3,006409,,,,GEO0004,,WS0002
006410.VPH,17123,,006410.VPH,,3,006410,,,,GEO0004,,WS0002
006413.VPH,15230,,006413.VPH,,3,006413,,,,GEO0004,,WS0002
006416.VPH,16706,,006416.VPH,,3,006416,,,,GEO0004,,WS0002
006418.VPH,15371,,006418.VPH,,3,006418,,,,GEO0004,,WS0001
00641801,17893,,Phạm Thị Út Sâm,,3,006418,,,,GEO0004,,WS0002
00641802,13549,,Ngô Hoàng Hiệp,,3,006418,,,,GEO0004,,WS0002
006421.VPH,17124,,006421.VPH,,3,006421,,,,GEO0004,,WS0001
006424.VPH,10125,,006424.VPH,,3,006424,,,,GEO0004,,WS0002
00642401,28094,,Nguyễn Thị Ái Quốc,,3,006424,,,,GEO0004,,WS0002
006427.VPH,17125,,006427.VPH,,3,006427,,,,GEO0004,,WS0001
00642701,13668,,Nguyễn Lâm Trang Thanh (HTBH A),,3,006427,,,,GEO0004,,WS0001
00642702,12030,,Nguyễn Thị Phương Anh (HTBH A),,3,006427,,,,GEO0004,,WS0001
006430.VPH,17126,,006430.VPH,,3,006430,,,,GEO0004,,WS0002
006500.VPH,11522,,006500.VPH,,3,006500,,,,GEO0004,,WS0002
006529.VPH,16707,,006529.VPH,,3,006529,,,,GEO0004,,WS0002
006535.VPH,15372,,006535.VPH,,3,006535,,,,GEO0004,,WS0002
006537.VPH,10610,,006537.VPH,,3,006537,,,,GEO0004,,WS0001
006540.VPH,10126,,006540.VPH,,3,006540,,,,GEO0004,,WS0002
006542.VPH,11523,,006542.VPH,,3,006542,,,,GEO0004,,WS0001
006544.VPH,16708,,006544.VPH,,3,006544,,,,GEO0004,,WS0002
006552.VPH,15231,,006552.VPH,,3,006552,,,,GEO0004,,WS0001
006600.VPH,15232,,006600.VPH,,3,,,0,,,,WS0001
006601.VPH,20148,,006601.VPH,,3,006601,,,,GEO0004,,WS0001
006610.VPH,17127,,006610.VPH,,3,006610,,,,GEO0004,,WS0001
00661001,12263,,CTV.Phan Rang - Huỳnh Lâm Thu,,3,006610,,,,GEO0004,,WS0001
00661002,12278,,CTV.Phan Rang - Tổ hành chánh công,,3,006610,,,,GEO0004,,WS0002
006626.VPH,11524,,006626.VPH,,3,006626,,,,GEO0004,,WS0001
00662601,17553,,CTV.Ninh Hải - Huỳnh Thị Bảo Trâm,,3,006626,,,,GEO0004,,WS0002
006629.VPH,15233,,006629.VPH,,3,006629,,,,GEO0004,,WS0002
00662901,13319,,CTV.Bác Ái - Lê Nguyên Tâm,,3,006629,,,,GEO0004,,WS0001
00662902,12262,,CTV.Bác Ái - Đoàn Thị Thanh Lan,,3,006629,,,,GEO0004,,WS0002
00662903,12426,,Tổ Quản lý - Nguyễn Thị Ái Uyên,,3,006629,,,,GEO0004,,WS0001
00662904,17025,,CTV.Bác Ái - Trần Thị Mỹ Ngọc (HPN),,3,006629,,,,GEO0004,,WS0002
00662905,18197,,CTV.Bác Ái - Trần Thị Mỹ Ngọc (Tổ bán hàng),,3,006629,,,,GEO0004,,WS0002
006631.VPH,19914,,006631.VPH,,3,006631,,,,GEO0004,,WS0002
00663101,11461,,CTV.Ninh Sơn - Hoàng Thị Thu Thủy,,3,006631,,,,GEO0004,,WS0002
00663102,13889,,Nguyễn Thị Thanh Tuyết (HTBH A),,3,006631,,,,GEO0004,,WS0001
00663103,13890,,Trần Thị Kim Soa (HTBH A),,3,006631,,,,GEO0004,,WS0001
00663104,7061,,Chama lé Sơn (HTBH A),,3,006631,,,,GEO0004,,WS0001
00663105,13321,,BTX Quảng Sơn - Nguyễn Thị Mỹ Thuận,,3,006631,,,,GEO0004,,WS0001
00663106,12427,,BTX Lâm sơn - Nguyễn Thị Thu Dung,,3,006631,,,,GEO0004,,WS0001
00663107,12428,,CTV- Trại giam Sông Cái -Nguyễn Thị Minh Thư,,3,006631,,,,GEO0004,,WS0001
00663108,16449,,CTV HPN Nha Hố -Nguyễn Thi Thúy vân,,3,006631,,,,GEO0004,,WS0001
00663109,16695,,CTV.Ninh Sơn - Lê Thị Hoa,,3,006631,,,,GEO0004,,WS0001
00663110,16696,,CTV Xã Nhơn Sơn - Lê Thị Khánh Hòa,,3,006631,,,,GEO0004,,WS0001
00663111,17869,,CTV Xã Lương Sơn -Phương Lê Ngân,,3,006631,,,,GEO0004,,WS0001
00663112,16450,,CTV Xã Quảng Sơn - Lê Thành Phúc,,3,006631,,,,GEO0004,,WS0001
00663113,17870,,CTV Xã Ma Nới - Nguyễn Thị Mỹ Duyên,,3,006631,,,,GEO0004,,WS0001
00663114,16697,,CTV Xã Lâm Sơn - Phan Thị Đức,,3,006631,,,,GEO0004,,WS0001
00663115,16698,,CTV Xã Mỹ Sơn - Nguyễn Thị Minh Thư,,3,006631,,,,GEO0004,,WS0001
006633.VPH,10127,,006633.VPH,,3,006633,,,,GEO0004,,WS0001
00663301,13320,,CTV - Hội phụ nữ Ninh Phước-Lê Thị Lệ,,3,006633,,,,GEO0004,,WS0001
006634.VPH,10128,,006634.VPH,,3,006634,,,,GEO0004,,WS0001
00663401,17552,,CTV.Thuận Nam - Phan Thị Như Ngọc,,3,006634,,,,GEO0004,,
00663402,13318,,CTV - Hội phụ nữ huyện Thuận Nam- Trần Thị Huệ,,3,006634,,,,GEO0004,,WS0001
006637.VPH,10129,,006637.VPH,,3,006637,,,,GEO0004,,WS0002
00663701,20211,,CTV.Thuận Bắc - Phạm Thị Như Thi,,3,006637,,,,GEO0004,,WS0002
00663702,20212,,Tổ Quản lý - Lê Thị Mỹ Thủy,,3,006637,,,,GEO0004,,WS0001
00663703,17551,,CTV.Thuận Bắc - Nguyễn Thị Phương Dung,,3,006637,,,,GEO0004,,WS0001
006700.VPH,15234,,006700.VPH,,3,006700,,,,GEO0004,,WS0002
00670001,13892,,Nguyễn Văn Thông (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670002,11463,,Nguyễn Thị Ngọc (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670003,11464,,Đặng Hồng Nam (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670004,11465,,Huỳnh Đông Phương (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670005,13893,,Bùi Duy Kỳ (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670006,11466,,Đặng Thị Thu Trang (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670007,11467,,Trần Văn Định (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670008,13894,,Nguyễn Trung Hoành (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670009,11468,,Nguyễn Thị Ngọc Oanh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670010,7067,,Nguyễn Lương Bắc (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670011,6989,,Nguyễn Thị Bích (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670012,6990,,Lương Văn Dũng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670013,7068,,Lê Trần Anh Tuấn (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670014,7069,,Trần Thị Thu Hường (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670015,6991,,Vũ Xuân Việt (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670016,7070,,Chu Thị Thu Dung (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670017,7071,,Hoàng Thị Lệ Quyên (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670018,10935,,Bùi Thu Hà (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670019,8063,,Ma Jek (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670020,19161,,Lê Đình Dũng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670021,10936,,Võ Thị Thùy Nga (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670022,10937,,Đàm Thị Thục Quyên (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670023,19162,,Bùi Thị Phương Thuỷ (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670024,12243,,Trần Văn Chắt (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670025,8064,,Đặng Thị Hoài (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670026,19163,,K' Sơn (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670027,12244,,K' Sen (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670028,6992,,Đặng Văn Bạo (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670029,8065,,K' Tin (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670030,19164,,Hoàng Văn Vịnh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670031,10938,,Nguyễn Thị Có (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670032,12245,,Ka b rối (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670033,19165,,Dương Thị Bắc (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670034,12246,,Tạ Thị Huệ (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670035,8066,,Đặng Thị Thùy Dương (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670036,19166,,Phan Văn Sắng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670037,12247,,Tạ Văn Chỉnh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670038,6993,,Thái Nhật Hoàng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670039,19167,,Nguyễn Hoàng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670040,11469,,Lê Thanh Mai (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670041,12248,,Lê Thị Hạnh Xuân (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670042,10939,,Nguyễn Trường Giang (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670043,8067,,Nguyễn Nam (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670044,10940,,Trương Thị Bích Thảo (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670045,19168,,Đinh Thị Kim Phượng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670046,19169,,Phạm Thị Duyên (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670047,12249,,Vương Hạnh Dung (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670048,19170,,Nguyễn Thị Thùy Dung (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670049,19171,,Đinh Thị Tuyết Mai (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670050,11470,,Nguyễn Đức Tuấn (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670051,12250,,Nguyễn Thị Thu Hiền (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670052,13895,,Nguyễn Trần Phương Trang (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670053,8068,,Hoàng Thị Đoan Trang (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670054,10941,,Nguyễn Thị Thúy Phượng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670055,19172,,Nguyễn Huỳnh Hoài Thu (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670056,8069,,Dương Thanh Tùng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670057,10942,,Phan Công Dung (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670058,19173,,Lưu Văn Thuận (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670059,10943,,Nguyễn Thị Oanh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670060,12251,,Lê Ngọc Khánh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670061,8070,,Nguyễn Như Quỳnh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670062,8071,,Lữ Đức Mạnh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670063,12252,,Nguyễn Thị Thu Huyền (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670064,19174,,Nguyễn Hoàng Tố Quyên (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670065,10944,,Tạ Ngọc Bích Huyền (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670066,12253,,Đinh Tuấn Anh (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670067,19175,,Nguyễn Trần Nguyên Vy (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670068,11471,,Đỗ Thị Thu Phương (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670069,12254,,Trần Hạo Nhiên (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670070,6994,,Lê Thị Thanh Nga (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670071,19176,,Trần Thanh Hương (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670072,8072,,Đặng Thị Miện (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670073,10945,,Huỳnh Thị Kim Tiến (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670074,8073,,Thái Mạnh Cường (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670075,12255,,Trần Tiến An (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670076,10946,,Nguyễn Thị Anh Đào (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670077,8074,,Nguyễn Văn Tuấn (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670078,12340,,Nguyễn Thị Hồng (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670079,19177,,Nguyễn Thành Phong (HTBH A),,3,006700,,,,GEO0004,,WS0001
00670080,16447,,Tổ Kinh doanh BĐTP Đà Lạt_Trần Minh Thuận,,3,006700,,,,GEO0004,,WS0001
00670081,16693,,Tổ Văn phòng BĐTP Đà Lạt_Nguyễn Hữu Thoại,,3,006700,,,,GEO0004,,WS0001
006725.VPH,16709,,006725.VPH,,3,006725,,,,GEO0004,,WS0002
00672501,19178,,Nguyễn Thái Hoàng (HTBH A),,3,006725,,,,GEO0004,,WS0001
00672502,12341,,Nguyễn Thị Ngọc Nhung (HTBH A),,3,006725,,,,GEO0004,,WS0001
00672503,10947,,Đỗ Nguyễn Thảo Vy (HTBH A),,3,006725,,,,GEO0004,,WS0001
00672504,19179,,Dương Kim Huệ (HTBH A),,3,006725,,,,GEO0004,,WS0001
006727.VPH,11526,,006727.VPH,,3,006727,,,,GEO0004,,WS0002
00672701,10949,,Hồ Hải Triều (HTBH A),,3,006727,,,,GEO0004,,WS0001
00672702,12345,,Nguyễn Thị Chuyên (HTBH A),,3,006727,,,,GEO0004,,WS0001
00672703,11474,,Nguyễn Thị Thùy Chi (HTBH A),,3,006727,,,,GEO0004,,WS0001
00672704,13898,,Lơ Mu K' Poh (HTBH A),,3,006727,,,,GEO0004,,WS0001
006728.VPH,16710,,006728.VPH,,3,006728,,,,GEO0004,,WS0002
00672801,11475,,Phạm Đại Hải (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672802,7072,,Nguyễn Thị Thu Hà (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672803,19183,,Cao Thị Thu Hiền (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672804,8075,,Nguyễn Thị Kim Liên (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672805,10950,,Nguyễn Thị Thanh Hằng (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672806,19184,,Phạm Thị Vân Anh (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672807,6995,,Trịnh Thái Linh (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672808,7073,,Nguyễn Thị Oanh (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672809,7074,,Phạm Thị Bình (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672810,12346,,Nguyễn Thị Huệ (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672811,13899,,Ngô Thị Hồng Nhung (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672812,8076,,Hoàng Thị Ninh (HTBH A),,3,006728,,,,GEO0004,,WS0001
00672813,17868,,Cao Thị Thu Hiền,,3,006728,,,,GEO0004,,WS0002
00672814,13316,,Trịnh Thái Linh,,3,006728,,,,GEO0004,,WS0002
006733.VPH,11525,,006733.VPH,,3,006733,,,,GEO0004,,WS0002
00673301,11479,,Nguyễn Thị Minh Đức (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673302,19187,,Nguyễn Thị Kiều Yên (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673303,19188,,Nguyễn Văn Thành (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673304,10954,,Nguyễn Thị lệ Trang (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673305,12348,,Thái Thị Hải (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673306,19189,,Lâm Phước Bình (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673307,6997,,Trần Đức Thắng (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673308,19190,,Lê Thị Hải Hưng (HTBH A),,3,006733,,,,GEO0004,,WS0001
00673309,8078,,Hoàng Thị Thúy Ngân (HTBH A),,3,006733,,,,GEO0004,,WS0001
006737.VPH,11527,,006737.VPH,,3,006737,,,,GEO0004,,WS0002
00673701,12349,,Nguyễn Thị Đông Phương (HTBH A),,3,006737,,,,GEO0004,,WS0001
00673702,6998,,Nguyễn Hồ Ngọc Linh (HTBH A),,3,006737,,,,GEO0004,,WS0001
00673703,12350,,Lê Thu Hằng (HTBH A),,3,006737,,,,GEO0004,,WS0001
00673704,12351,,Bùi Ngọc Nguyên (HTBH A),,3,006737,,,,GEO0004,,WS0001
00673705,8079,,Trần Thị Kim Cúc (HTBH A),,3,006737,,,,GEO0004,,WS0002
006743.VPH,10611,,006743.VPH,,3,006743,,,,GEO0004,,WS0002
00674301,11483,,Lương Ngọc Toàn (HTBH A),,3,006743,,,,GEO0004,,WS0001
00674302,6999,,Trần Thiện Thanh (HTBH A),,3,006743,,,,GEO0004,,WS0002
00674303,13900,,Nguyễn Ngọc Quyết (HTBH A),,3,006743,,,,GEO0004,,WS0001
00674304,12358,,Huỳnh Thị Ngọc Hà (HTBH A),,3,006743,,,,GEO0004,,WS0001
00674305,10957,,Bùi Trương Chính (HTBH A),,3,006743,,,,GEO0004,,WS0001
00674306,8220,,Ka b rối (HTBH A),,3,006743,,,,GEO0004,,WS0001
00674307,12359,,Trần Thị én (HTBH A),,3,006743,,,,GEO0004,,WS0001
00674308,11641,,Nông Thị Diệu (HTBH A),,3,006743,,,,GEO0004,,WS0001
006747.VPH,10132,,006747.VPH,,3,006747,,,,GEO0004,,WS0002
00674701,13902,,Nguyễn Hữu Mạnh (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674702,19195,,Trịnh Minh Hùng (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674703,10958,,Đàm Thị Thanh (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674704,10959,,Đỗ Danh Hùng (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674705,13903,,Hà Thị Thúy Lan (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674706,11642,,Lại Thị Thu Thủy (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674707,11643,,Bộ phận khai thác,,3,006747,,,,GEO0004,,WS0002
00674708,13904,,Lê Thị Ngọc Ánh (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674709,10960,,Lương Đình Kiên (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674710,12360,,Trần Thị Hồng Thu (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674711,11644,,Nguyễn Thị Huyền (HTBH A),,3,006747,,,,GEO0004,,WS0001
00674712,13905,,Phan Thị Thanh Hiền (HTBH A),,3,006747,,,,GEO0004,,WS0002
00674713,13317,,Nguyễn Hữu Mạnh,,3,006747,,,,GEO0004,,WS0001
00674714,16694,,Trịnh Minh Hùng,,3,006747,,,,GEO0004,,WS0001
00674715,17550,,Đàm Thị Thanh,,3,006747,,,,GEO0004,,WS0001
00674716,12423,,Đỗ Danh Hùng,,3,006747,,,,GEO0004,,WS0001
00674717,12424,,Lê Thị Ngọc Ánh,,3,006747,,,,GEO0004,,WS0001
00674718,13821,,Kios Bưu điện,,3,006747,,,,GEO0004,,WS0002
006752.VPH,15235,,006752.VPH,,3,006752,,,,GEO0004,,WS0001
00675201,14035,,Phạm Thị Luận (HTBH A),,3,006752,,,,GEO0004,,WS0001
00675202,11645,,Trương Văn Đức (HTBH A),,3,006752,,,,GEO0004,,WS0001
00675203,14036,,Phan Thế Quỳnh Châu (HTBH A),,3,006752,,,,GEO0004,,WS0001
00675204,11646,,Phạm Thị Kiều (HTBH A),,3,006752,,,,GEO0004,,WS0001
00675205,12361,,K'Lợi (HTBH A),,3,006752,,,,GEO0004,,WS0001
006755.VPH,15373,,006755.VPH,,3,006755,,,,GEO0004,,WS0002
00675501,10963,,Nguyễn Đức Kiêm (HTBH A),,3,006755,,,,GEO0004,,WS0001
00675502,8225,,Trần Thị Hải (HTBH A),,3,006755,,,,GEO0004,,WS0001
00675503,12362,,Nguyễn Thị Thu Hà (HTBH A),,3,006755,,,,GEO0004,,WS0001
00675504,14037,,Nguyễn Văn Bút (HTBH A),,3,006755,,,,GEO0004,,WS0001
006758.VPH,10131,,006758.VPH,,3,006758,,,,GEO0004,,WS0002
00675801,8226,,Thái Anh Dũng (HTBH A),,3,006758,,,,GEO0004,,WS0001
00675802,10964,,Bùi Thị Xuyến (HTBH A),,3,006758,,,,GEO0004,,WS0002
00675803,10965,,Tăng Thị Thúy An (HTBH A),,3,006758,,,,GEO0004,,WS0002
006760.VPH,10130,,006760.VPH,,3,006760,,,,GEO0004,,WS0002
00676001,12365,,Đặng Quốc Chiến (HTBH A),,3,006760,,,,GEO0004,,WS0001
007001.VPH,16060,,007001.VPH,,3,007001,,,,GEO0005,,WS0001
007165,7417,,VHX Long Phước,,3,007214,,,,GEO0005,,WS0002
007166.VPH,11142,,007166.VPH,,3,007166,,,,GEO0005,,WS0001
007214.VPH,10613,,007214.VPH,,3,007214,,,,GEO0005,,WS0002
00721401,12957,,CTV.Thủ Đức - Trương Nguyễn Thanh Nam,,3,007214,,,,GEO0005,,WS0001
00721402,13840,,CTV.Thủ Đức - Phạm Văn Du,,3,007214,,,,GEO0005,,WS0001
00721403,13841,,CTV.Thủ Đức - Nguyễn Việt Phương,,3,007214,,,,GEO0005,,WS0001
00721404,12823,,CTV.Thủ Đức - Nguyễn Thị Hồng Như,,3,007214,,,,GEO0005,,WS0001
00721405,16805,,CTV.Thủ Đức - Phạm Văn Khôi,,3,007214,,,,GEO0005,,WS0001
007298,12366,,VHX An Phú Đông,,3,007310,,,,GEO0005,,WS0002
007310.VPH,16711,,007310.VPH,,3,007310,,,,GEO0005,,WS0002
007313,11652,,VHX Nhị Bình,,3,007310,,,,GEO0005,,WS0002
007330.VPH,10612,,007330.VPH,,3,007330,,,,GEO0005,,WS0002
00733001,13261,,CTV.Củ Chi - Trương Hoàng Phong,,3,007330,,,,GEO0005,,WS0001
007332,11657,,VHX Tân Thạnh Tây,,3,007330,,,,GEO0005,,WS0002
007333,11658,,VHX Hòa Phú,,3,007330,,,,GEO0005,,WS0002
007334,11659,,VHX Trung An,,3,007330,,,,GEO0005,,WS0002
007335,8230,,VHX Phú Hòa Đông,,3,007330,,,,GEO0005,,WS0001
007341,8231,,VHX Trung Lập Hạ,,3,007330,,,,GEO0005,,WS0002
007345,7091,,VHX Thái Mỹ,,3,007330,,,,GEO0005,,WS0002
